"length","Year","residual"
34,"Year 3",-0.00140362849509534
34,"Year 4",-0.00134126636516507
34,"Year 5",0.00142090816585094
34,"Year 6",-0.00133716329660372
34,"Year 7",0.000134354234188283
34,"Year 8",0.000842208848158776
34,"Year 9",-0.005040673368927
34,"Year 10",0.00132122732841067
34,"Year 11",0.00274972197979251
34,"Year 12",-0.00176047656510647
34,"Year 13",-0.00221694046611232
34,"Year 14",0.000765788005744561
34,"Year 15",-0.00831775714071226
34,"Year 16",0.00541088710426285
34,"Year 17",-0.00106250049989098
34,"Year 18",-0.00446418908738622
34,"Year 19",-0.0716576899144798
34,"Year 20",0.0791010339343532
36,"Year 1",0.000668835484161967
36,"Year 2",0.00192578520409858
36,"Year 3",-0.00237130240101946
36,"Year 4",-0.00192974043989613
36,"Year 5",0.00032053015556599
36,"Year 6",-0.00127003890580601
36,"Year 7",-0.0017767599593812
36,"Year 8",-0.000318000501516202
36,"Year 9",-0.00594950057746768
36,"Year 10",0.000988591567746333
36,"Year 11",0.000888318032180369
36,"Year 12",-0.000759594299261757
36,"Year 13",-0.00376161969047573
36,"Year 14",0.00196185388537318
36,"Year 15",-0.00986522656333522
36,"Year 16",0.00624876321229317
36,"Year 17",-0.00458016269247885
36,"Year 18",-0.0028577198784272
36,"Year 19",-0.0701350641390586
36,"Year 20",0.0791429605685936
38,"Year 1",-0.00102282728384573
38,"Year 2",0.00181839694090336
38,"Year 3",-0.00198348605553367
38,"Year 4",-0.00190251494574456
38,"Year 5",-0.000583184367283884
38,"Year 6",-0.000691599510680874
38,"Year 7",-0.00305680242337525
38,"Year 8",-0.000395899086877538
38,"Year 9",-0.00551273977823286
38,"Year 10",0.00147801089997524
38,"Year 11",-0.0007835120716706
38,"Year 12",0.000789581023394437
38,"Year 13",-0.00494283557586472
38,"Year 14",0.00371263606463801
38,"Year 15",-0.0105520126481404
38,"Year 16",0.00742812362311573
38,"Year 17",-0.00671919474266502
38,"Year 18",0.000176953686574333
38,"Year 19",-0.0671133801337449
38,"Year 20",0.080057218583395
40,"Year 1",-0.00339303223681453
40,"Year 2",0.00169290434223424
40,"Year 3",-0.00104462676134354
40,"Year 4",-0.00164185325192712
40,"Year 5",-0.00132310422696635
40,"Year 6",-0.000242454034866668
40,"Year 7",-0.0035167007490835
40,"Year 8",4.23477708970665e-05
40,"Year 9",-0.00458055811314173
40,"Year 10",0.002322097077192
40,"Year 11",-0.00226146722515086
40,"Year 12",0.00179518175086413
40,"Year 13",-0.00564974636660631
40,"Year 14",0.00516093845049825
40,"Year 15",-0.0102734023380915
40,"Year 16",0.0084961692674459
40,"Year 17",-0.00713440048010217
40,"Year 18",0.00327319514265811
40,"Year 19",-0.0622031813535089
40,"Year 20",0.081263799943823
42,"Year 1",-0.00548170105085566
42,"Year 2",0.00149548120610765
42,"Year 3",-0.000185225541891487
42,"Year 4",-0.00117839097047767
42,"Year 5",-0.0016647642930181
42,"Year 6",-6.71053368508367e-05
42,"Year 7",-0.00298555634757092
42,"Year 8",0.000659659615307451
42,"Year 9",-0.00385779695751598
42,"Year 10",0.00342271779610259
42,"Year 11",-0.00333229340731034
42,"Year 12",0.00181123910285175
42,"Year 13",-0.00573056518853488
42,"Year 14",0.00605230385362399
42,"Year 15",-0.00898000576791302
42,"Year 16",0.00948162195831337
42,"Year 17",-0.00576072648722503
42,"Year 18",0.00578856548909545
42,"Year 19",-0.0552888037286734
42,"Year 20",0.0825884891323625
44,"Year 1",-0.00584723189140002
44,"Year 2",0.00149245592893665
44,"Year 3",0.000511683484272218
44,"Year 4",-0.000242665232215167
44,"Year 5",-0.00120605056245759
44,"Year 6",0.000158185173868564
44,"Year 7",-0.00140867859809424
44,"Year 8",0.00160043154330802
44,"Year 9",-0.00339368063941903
44,"Year 10",0.00510343699179749
44,"Year 11",-0.00358883155575196
44,"Year 12",0.00114188029309359
44,"Year 13",-0.00511231808227253
44,"Year 14",0.00668574362278118
44,"Year 15",-0.00680201898940114
44,"Year 16",0.0107138357919871
44,"Year 17",-0.00282121480371167
44,"Year 18",0.00796643190973523
44,"Year 19",-0.0468757634432966
44,"Year 20",0.0842302328046767
46,"Year 1",-0.00353443915367513
46,"Year 2",0.00206789962322151
46,"Year 3",0.00125844571839906
46,"Year 4",0.00132399222835344
46,"Year 5",0.000341527265697916
46,"Year 6",0.000857106054864332
46,"Year 7",0.000986962139804426
46,"Year 8",0.00315499615098425
46,"Year 9",-0.00293933833193427
46,"Year 10",0.00769417211495949
46,"Year 11",-0.00264609395588922
46,"Year 12",0.0003938558567671
46,"Year 13",-0.00396450399291348
46,"Year 14",0.00749624808519966
46,"Year 15",-0.00416825160192502
46,"Year 16",0.0124776024675124
46,"Year 17",0.00111599455313938
46,"Year 18",0.010262075934234
46,"Year 19",-0.0382468133709986
46,"Year 20",0.086406452142024
48,"Year 1",0.00124124804598735
48,"Year 2",0.00352067774319464
48,"Year 3",0.0022127036308377
48,"Year 4",0.00327662707019183
48,"Year 5",0.00295515076736974
48,"Year 6",0.0022705720478613
48,"Year 7",0.00367327620389957
48,"Year 8",0.00541871707026753
48,"Year 9",-0.00245100763433204
48,"Year 10",0.0111229124437706
48,"Year 11",-0.000327801855043663
48,"Year 12",8.90583729398209e-05
48,"Year 13",-0.00269574861261246
48,"Year 14",0.00874642791103009
48,"Year 15",-0.00174852493092592
48,"Year 16",0.0148123604356769
48,"Year 17",0.00520219024201118
48,"Year 18",0.0128073337586208
48,"Year 19",-0.0311416891400604
48,"Year 20",0.0890497292872401
50,"Year 1",-0.000126487141413723
50,"Year 2",0.00819183265305856
50,"Year 3",-0.00230789721971147
50,"Year 4",-0.00887111841875754
50,"Year 5",0.00388945603431967
50,"Year 6",0.00319975894863944
50,"Year 7",-0.00703351332747015
50,"Year 8",0.00378404484434203
50,"Year 9",-0.0178460776204021
50,"Year 10",0.0119784892057124
50,"Year 11",0.00918741470999196
50,"Year 12",0.00286749415875498
50,"Year 13",-0.00767099572693475
50,"Year 14",0.0107353415981901
50,"Year 15",-0.0155709265520834
50,"Year 16",0.0151088990665267
50,"Year 17",-0.0114603517028096
50,"Year 18",0.000956888470829753
50,"Year 19",-0.0648360621987276
50,"Year 20",0.0672101285447502
