"LengthGroup","Year","estimate","lower","upper"
"Length bin <7",18,15.3393817752144,14.9611677905891,15.7175957598397
"Length bin 7-9",18,63.0474219295588,61.5634037179401,64.5314401411776
"Length bin 9-11",18,127.546517274326,124.552713579438,130.540320969215
"Length bin 11-13",18,118.196663075556,115.539348751958,120.853977399155
"Length bin 13-15",18,59.0083671388206,57.8307392403036,60.1859950373376
"Length bin 15-17",18,35.1927377520799,34.4149365634406,35.9705389407192
"Length bin 17-19",18,42.2255538691387,41.1576816474653,43.293426090812
"Length bin 19-21",18,52.4576320630794,51.298246131551,53.6170179946079
"Length bin 21-23",18,57.2844770344241,56.235639791846,58.3333142770022
"Length bin 23-25",18,57.6475495317279,56.6557632950136,58.6393357684421
"Length bin 25-27",18,56.2638371459992,55.1822595828274,57.345414709171
"Length bin 27-29",18,54.0281777627536,52.9173511826229,55.1390043428843
"Length bin 29-31",18,50.300530378547,49.3014518504635,51.2996089066305
"Length bin 31-33",18,44.9072981214564,44.0841492803932,45.7304469625196
"Length bin 33-35",18,38.8092255396854,38.1366818017603,39.4817692776106
"Length bin 35-37",18,33.2513755782845,32.6722654934185,33.8304856631505
"Length bin 37-39",18,28.8812180589748,28.3578316271894,29.4046044907602
"Length bin 39-41",18,25.6214340613557,25.1438316233876,26.0990364993237
"Length bin 41-43",18,23.0441765619316,22.6094107980525,23.4789423258106
"Length bin 43-45",18,20.7478280757711,20.3452961385321,21.1503600130101
"Length bin 45-47",18,18.5124602732101,18.1271517123091,18.8977688341112
"Length bin 47-49",18,16.2802075233524,15.9030288666861,16.6573861800186
"Length bin >49",18,71.2254235604541,68.8042603281115,73.6465867927967
"Length bin <7",19,15.1040003739129,14.7792074211154,15.4287933267105
"Length bin 7-9",19,62.0968903748401,60.8722947872396,63.3214859624406
"Length bin 9-11",19,125.870324806133,123.423242095146,128.31740751712
"Length bin 11-13",19,117.680685495934,115.53294371503,119.828427276839
"Length bin 13-15",19,61.3873735770882,60.4248311624383,62.3499159917381
"Length bin 15-17",19,40.2394836393277,39.4387862705152,41.0401810081403
"Length bin 17-19",19,48.0952820110219,46.9721572819352,49.2184067401085
"Length bin 19-21",19,55.8475895543717,54.6684939454502,57.0266851632931
"Length bin 21-23",19,54.852879382184,53.8649631492873,55.8407956150807
"Length bin 23-25",19,48.3651747232753,47.5764650289526,49.153884417598
"Length bin 25-27",19,42.284230727551,41.5120364831843,43.0564249719178
"Length bin 27-29",19,39.3289650397688,38.5379900759227,40.1199400036149
"Length bin 29-31",19,38.4912553568768,37.7625947933814,39.2199159203722
"Length bin 31-33",19,37.7702350839863,37.1201397067005,38.4203304612721
"Length bin 33-35",19,36.0890750500541,35.4719121040049,36.7062379961033
"Length bin 35-37",19,33.3751807540338,32.7866637535879,33.9636977544798
"Length bin 37-39",19,29.9848647897636,29.4612010300727,30.5085285494546
"Length bin 39-41",19,26.3270410531519,25.8823996500264,26.7716824562775
"Length bin 41-43",19,22.7408702551102,22.3453693680569,23.1363711421634
"Length bin 43-45",19,19.4605046942959,19.0751347583349,19.8458746302569
"Length bin 45-47",19,16.5987762792128,16.2101979621694,16.9873545962561
"Length bin 47-49",19,14.1585981942441,13.7724121080664,14.5447842804217
"Length bin >49",19,63.9496112115974,61.4955007439752,66.4037216792197
"Length bin <7",20,20.876380687809,20.3583319818409,21.3944293937772
"Length bin 7-9",20,85.8306520763219,83.8044336099269,87.8568705427169
"Length bin 9-11",20,173.870379247912,169.779761436017,177.960997059808
"Length bin 11-13",20,162.085227505023,158.434598030206,165.735856979841
"Length bin 13-15",20,83.3176008971566,81.7196271179218,84.9155746763915
"Length bin 15-17",20,52.8025752182181,51.9844563374931,53.6206940989432
"Length bin 17-19",20,62.5432679255114,61.4685701943982,63.6179656566247
"Length bin 19-21",20,72.88063928446,71.7491815531535,74.0120970157666
"Length bin 21-23",20,71.9024739952916,70.9317058685654,72.8732421220179
"Length bin 23-25",20,63.3775192145222,62.6107017592373,64.1443366698072
"Length bin 25-27",20,54.5723166699812,53.9034278790631,55.2412054608992
"Length bin 27-29",20,48.9739684154958,48.3293937549604,49.6185430760311
"Length bin 29-31",20,45.7132873143986,45.1165338545631,46.3100407742341
"Length bin 31-33",20,42.9322850043215,42.4027263010978,43.4618437075451
"Length bin 33-35",20,39.8918025712215,39.4122672038732,40.3713379385699
"Length bin 35-37",20,36.7440107846061,36.2973661806781,37.1906553885342
"Length bin 37-39",20,33.7024477006175,33.2873208078563,34.1175745933787
"Length bin 39-41",20,30.7369396468162,30.3566512132465,31.1172280803858
"Length bin 41-43",20,27.7135937926011,27.3670172968485,28.0601702883537
"Length bin 43-45",20,24.5781381539949,24.2605430487581,24.8957332592318
"Length bin 45-47",20,21.4007102242675,21.1071605388279,21.694259909707
"Length bin 47-49",20,18.3172186031493,18.043080699723,18.5913565065757
"Length bin >49",20,78.6904614297465,76.4223776885885,80.9585451709046
